x,y,z
1.0124512,0.26098632,-0.11425781
1.0112305,0.2602539,-0.10571289
1.0158692,0.26611328,-0.11816406
1.0112305,0.2512207,-0.12402344
1.0134277,0.2668457,-0.11694336
1.0095215,0.25805664,-0.12548828
1.015625,0.2626953,-0.12353516
1.0114746,0.24731446,-0.11303711
1.0102539,0.2470703,-0.12866211
1.0168457,0.26660156,-0.114990232
1.0141602,0.26757812,-0.12475586
1.013916,0.2512207,-0.1184082
1.0136719,0.2487793,-0.12133789
1.0119629,0.2705078,-0.12963867
1.0151367,0.2626953,-0.11987305
1.013916,0.26708984,-0.12524414
1.0112305,0.2397461,-0.12353516
1.0148926,0.2578125,-0.11206055
1.0100098,0.2565918,-0.12182617
1.0119629,0.25195312,-0.11694336
1.0168457,0.26342772,-0.111328132
1.0124512,0.26733398,-0.1352539
1.0119629,0.2631836,-0.12182617
1.0148926,0.25219728,-0.122558592
1.0119629,0.25146484,-0.123046872
